address,neighborhood,list_price,lat,lon,estimator_low,estimator_final,estimator_high,estimator_range,delta_list_minus_estimator,delta_estimator_minus_list,confidence_score,confidence_label,error
20818 15A AV NW,Satoo,459900.0,53.4464835,-113.4539158,315192.26,371530.82,427869.38,112677.12,88369.18,-88369.18,99.0,high,
1953 209A ST NW,The Hamptons,549672.0,53.4857368,-113.6809216,509315.99,592161.18,675006.37,165690.38,-42489.18000000005,42489.18000000005,99.0,high,
20911 16 AV NW,Laurel,439107.0,53.4448369,-113.3714676,615136.62,809390.29,1003643.96,388507.33999999997,-370283.29000000004,370283.29000000004,99.0,high,
2115 210 ST NW,The Uplands,379998.0,53.4562248,-113.6804704,417510.26,549355.6,681200.94,263690.67999999993,-169357.59999999998,169357.59999999998,99.0,high,
2011 201 ST NW,Northwest Industrial,650000.0,53.5589492,-113.6668754,970250.82,1332762.11,1695273.4,725022.58,-682762.1100000001,682762.1100000001,79.0,medium,
18738 18 AV NW,Laurel,329998.0,53.4477239,-113.3908281,481316.04,575044.66,668773.28,187457.24000000005,-245046.66000000003,245046.66000000003,99.0,high,
20612 22 AV NW,Laurel,549000.0,53.4528333,-113.3847133,378419.56,438276.63,498133.7,119714.14000000001,110723.37,-110723.37,99.0,high,
20847 16 AV NW,Laurel,472497.0,53.4448369,-113.3714676,615136.62,809390.29,1003643.96,388507.33999999997,-336893.29000000004,336893.29000000004,99.0,high,
9205 99 ST NW,Lorelei,509000.0,53.6278932,-113.4962806,314177.22,388154.99,462132.76,147955.54000000004,120845.01000000001,-120845.01000000001,99.0,high,
9807 90 AV NW,Suder Greens,1199000.0,53.5239281,-113.6871038,356981.79,442811.28,528640.77,171658.98000000004,756188.72,-756188.72,99.0,high,
9821 85 AV NW,Strathcona,1199000.0,53.5207599,-113.4837957,763050.75,1004014.14,1244977.53,481926.78,194985.86,-194985.86,99.0,high,
#102 10006 83 AV NW NW,Strathcona,279900.0,53.5190647,-113.4890753,292734.83,385177.41,477619.99,184885.15999999997,-105277.40999999997,105277.40999999997,99.0,high,
#306 10160 83 AV NW,Strathcona,120000.0,53.5193588,-113.4936973,141390.68,180825.6,220260.52,78869.84,-60825.600000000006,60825.600000000006,99.0,high,
#602 9929 SASKATCHEWAN DR NW,Strathcona,374900.0,53.5267267,-113.487611,329939.12,434130.42,538321.72,208382.59999999998,-59230.419999999984,59230.419999999984,99.0,high,
9538 Donnell Rd NW,Strathearn,1849000.0,53.5327727,-113.4695862,381358.29,501787.22,622216.15,240857.86000000004,1347212.78,-1347212.78,99.0,high,
8709 92A AV NW,Strathearn,750000.0,53.5273902,-113.4613722,608341.62,800449.5,992557.38,384215.76,-50449.5,50449.5,99.0,high,
9614 90 ST NW,Strathearn,700000.0,53.5334718,-113.4657964,333550.91,438882.77,544214.63,210663.72000000003,261117.22999999998,-261117.22999999998,99.0,high,
8906 94 AV NW,Strathearn,425000.0,53.5310437,-113.4643525,360470.88,474303.79,588136.7,227665.81999999995,-49303.78999999998,49303.78999999998,99.0,high,
9624 86 ST NW,McIntyre Industrial,869000.0,53.4884125,-113.4545133,3045018.73,4182718.04,5320417.35,2275398.6199999996,-3313718.04,3313718.04,87.0,high,
8915 STRATHEARN DR NW,Strathearn,5000000.0,53.535723,-113.4639484,1996086.0,2626428.95,3256771.9,1260685.9,2373571.05,-2373571.05,99.0,high,
21360 88 AV NW,Suder Greens,469737.0,53.5222232,-113.6874648,389214.4,456519.96,523825.52,134611.12,13217.039999999979,-13217.039999999979,99.0,high,
21352 90 AV NW,Suder Greens,480000.0,53.5240003,-113.6878588,386656.55,473296.01,559935.47,173278.91999999998,6703.989999999991,-6703.989999999991,99.0,high,
21208 89A AV NW,Suder Greens,459900.0,53.5235458,-113.6851224,419200.43,495175.29,571150.15,151949.72000000003,-35275.28999999998,35275.28999999998,99.0,high,
20624 92 AV NW,Ottewell,559900.0,53.5267977,-113.4282158,341207.13,448956.75,556706.37,215499.24,110943.25,-110943.25,99.0,high,
#208 278 SUDER GREENS DR NW NW,Suder Greens,219000.0,53.5213594,-113.6783188,534338.88,662227.02,790115.16,255776.28000000003,-443227.02,443227.02,87.0,high,
#237 278 SUDER GREENS DR NW,Breckenridge Greens,229500.0,53.5208826,-113.681588,175461.8,219150.73,262839.66,87377.85999999999,10349.26999999999,-10349.26999999999,87.0,high,
#125 278 SUDER GREENS DR NW,Breckenridge Greens,284900.0,53.5208826,-113.681588,175461.8,219150.73,262839.66,87377.85999999999,65749.26999999999,-65749.26999999999,87.0,high,
9345 172 ST NW,West Jasper Place,198900.0,53.507542,-113.6195889,1901984.89,2502611.7,3103238.51,1201253.6199999999,-2303711.7,2303711.7,87.0,high,
#304 17151 94A AV NW,Summerlea,197500.0,53.5308557,-113.618174,125938.9,153628.15,181317.4,55378.5,43871.850000000006,-43871.850000000006,87.0,high,
#304 17150 94A AV NW,Summerlea,219000.0,53.5310381,-113.6181629,172661.13,208236.7,243812.27,71151.13999999998,10763.299999999988,-10763.299999999988,99.0,high,
#308 17150 94A AV NW,Summerlea,219800.0,53.5310381,-113.6181629,172661.13,208236.7,243812.27,71151.13999999998,11563.299999999988,-11563.299999999988,99.0,high,
#13 9420 172 ST NW,West Jasper Place,350000.0,53.5037291,-113.6195459,205320.12,257410.25,309500.38,104180.26000000001,92589.75,-92589.75,87.0,high,
17423 92 AV NW,Summerlea,272500.0,53.5271905,-113.6215694,235233.51,278561.39,321889.27,86655.76000000001,-6061.390000000014,6061.390000000014,99.0,high,
#112 17150 94A AV NW,Summerlea,189900.0,53.5310381,-113.6181629,172661.13,208236.7,243812.27,71151.13999999998,-18336.70000000001,18336.70000000001,99.0,high,
7728 18 AV SW,Glenridding Heights,649700.0,53.4180072,-113.6004023,502616.51,619220.03,735823.55,233207.04000000004,30479.969999999972,-30479.969999999972,99.0,high,
#64 3040 SPENCE WD SW,Summerside,234900.0,53.4197397,-113.4608543,192761.33,226213.22,259665.11,66903.78,8686.779999999999,-8686.779999999999,99.0,high,
1017 82 ST SW,Summerside,619900.0,53.4226454,-113.4590517,501198.17,595025.51,688852.85,187654.68,24874.48999999999,-24874.48999999999,99.0,high,
#41 8304 11 AV SW,Summerside,299950.0,53.4235045,-113.4593222,443909.06,560022.26,676135.46,232226.39999999997,-260072.26,260072.26,99.0,high,
2003 71 ST SW,Summerside,400000.0,53.4120356,-113.4505718,346942.84,456503.74,566064.64,219121.8,-56503.73999999999,56503.73999999999,99.0,high,
2329 82 ST SW,Summerside,469900.0,53.4116899,-113.4613788,438373.7,524008.42,609643.14,171269.44,-54108.419999999984,54108.419999999984,99.0,high,
#402 6084 STANTON DR SW,Summerside,280000.0,53.4224586,-113.4547107,337871.6,399218.12,460564.64,122693.04000000004,-119218.12,119218.12,99.0,high,
6072 STANTON DR SW,Summerside,439900.0,53.4224586,-113.4547107,337871.6,399218.12,460564.64,122693.04000000004,40681.880000000005,-40681.880000000005,99.0,high,
2037 69A ST SW,Summerside,459900.0,53.4147257,-113.4477019,421348.67,487344.08,553339.49,131990.82,-27444.080000000016,27444.080000000016,99.0,high,
2057 69A ST SW,Summerside,479000.0,53.4147257,-113.4477019,421348.67,487344.08,553339.49,131990.82,-8344.080000000016,8344.080000000016,99.0,high,
1520 67 ST SW,Summerside,809000.0,53.4169228,-113.4436746,554308.11,664145.57,773983.03,219674.92000000004,144854.43000000005,-144854.43000000005,99.0,high,
8225 24 AV SW,Summerside,421888.0,53.410934,-113.4651657,459905.49,542639.55,625373.61,165468.12,-120751.55000000005,120751.55000000005,99.0,high,
#42 11245 31 AV NW,Sweet Grass,74999.0,53.4637561,-113.5235245,475608.28,575653.06,675697.84,200089.55999999994,-500654.06000000006,500654.06000000006,87.0,high,
165 TUDOR LN NW,Sweet Grass,299999.0,53.4628145,-113.5220748,176645.92,231900.04,287154.16,110508.23999999996,68098.95999999999,-68098.95999999999,99.0,high,
11415 32 AV NW,Sweet Grass,485000.0,53.4646351,-113.5294682,368356.78,458459.36,548561.94,180205.15999999992,26540.640000000014,-26540.640000000014,99.0,high,
#28 11255 31 AV NW,Sweet Grass,130000.0,53.463757,-113.5242053,422467.0,555877.63,689288.26,266821.26,-425877.63,425877.63,87.0,high,
#10 11265 31 AV NW,Sweet Grass,109000.0,53.4637579,-113.5248861,455736.99,599653.94,743570.89,287833.9,-490653.93999999994,490653.93999999994,87.0,high,
#12 11265 31 AV NW,Sweet Grass,98900.0,53.4637579,-113.5248861,455736.99,599653.94,743570.89,287833.9,-500753.93999999994,500753.93999999994,87.0,high,
#25 11255 31 AV NW,Sweet Grass,89900.0,53.463757,-113.5242053,422467.0,555877.63,689288.26,266821.26,-465977.63,465977.63,87.0,high,
#2 11265 31 AV NW,Sweet Grass,129900.0,53.4637579,-113.5248861,455736.99,599653.94,743570.89,287833.9,-469753.93999999994,469753.93999999994,87.0,high,
11811 32A AV NW,Sweet Grass,299900.0,53.4649442,-113.538001,231131.66,283348.79,335565.92,104434.25999999998,16551.21000000002,-16551.21000000002,99.0,high,
3563 14 ST NW,Tamarack,829900.0,53.4711715,-113.3625929,551535.33,660244.51,768953.69,217418.36,169655.49,-169655.49,99.0,high,
3613 11 ST NW,Tamarack,449700.0,53.4713988,-113.3570753,386026.68,468848.57,551670.46,165643.77999999997,-19148.570000000007,19148.570000000007,99.0,high,
#138 655 TAMARACK RD NW NW,Tamarack,315000.0,53.4761661,-113.365094,264586.57,348140.23,431693.89,167107.32,-33140.22999999998,33140.22999999998,87.0,high,
#21 1430 Aster WY NW,Aster,426998.0,53.4542887,-113.3620747,54416012.98,74747270.58,95078528.18,40662515.20000001,-74320272.58,74320272.58,79.0,medium,
#36 1530 Tamarack BV NW NW,Tamarack,315600.0,53.457786,-113.3650358,391372.01,463713.47,536054.93,144682.92000000004,-148113.46999999997,148113.46999999997,99.0,high,
1421 26 AV NW,Weinlos,429900.0,53.4577005,-113.4123924,303800.49,399737.49,495674.49,191874.0,30162.51000000001,-30162.51000000001,99.0,high,
1133 35A AV NW,Maple,485000.0,53.4708915,-113.3531206,407553.35,518521.87,629490.39,221937.04000000004,-33521.869999999995,33521.869999999995,99.0,high,
1564 36 AV NW,Duggan,776000.0,53.4708261,-113.5000232,374613.32,492912.26,611211.2,236597.87999999995,283087.74,-283087.74,99.0,high,
#24 1430 Aster WY NW,Aster,422998.0,53.4542887,-113.3620747,54416012.98,74747270.58,95078528.18,40662515.20000001,-74324272.58,74324272.58,79.0,medium,
#10 1530 TAMARACK BV NW,Tamarack,260000.0,53.457786,-113.3650358,391372.01,463713.47,536054.93,144682.92000000004,-203713.46999999997,203713.46999999997,99.0,high,
#95 1430 Aster WY NW,Aster,344998.0,53.4542887,-113.3620747,54416012.98,74747270.58,95078528.18,40662515.20000001,-74402272.58,74402272.58,79.0,medium,
3609 11 STREET NW NW,Tamarack,439999.0,53.4713988,-113.3570753,386026.68,468848.57,551670.46,165643.77999999997,-28849.570000000007,28849.570000000007,99.0,high,
#58 843 Youville DR NW,Tawa,340000.0,53.4640442,-113.4282969,9725265.72,12796402.26,15867538.8,6142273.08,-12456402.26,12456402.26,87.0,high,
927 YOUVILLE DR W NW,Tawa,309900.0,53.4632182,-113.4325025,5249.83,6907.67,8565.51,3315.6800000000003,302992.33,-302992.33,87.0,high,
#63 1033 YOUVILLE DR W NW,Tawa,309900.0,53.4632182,-113.4325025,5249.83,6907.67,8565.51,3315.6800000000003,302992.33,-302992.33,87.0,high,
#305 5005 31 AV NW,Parsons Industrial,172000.0,53.462679,-113.4780887,68873.55,94606.52,120339.49,51465.94,77393.48,-77393.48,79.0,medium,
#213 5065 31 AV NW,Parsons Industrial,169900.0,53.462679,-113.4780887,68873.55,94606.52,120339.49,51465.94,75293.48,-75293.48,79.0,medium,
#23 3311 58 ST NW,Montrose,315000.0,53.5774536,-113.4306851,242235.92,315135.66,388035.4,145799.48,-135.6599999999744,135.6599999999744,99.0,high,
#59 843 YOUVILLE DR NW,Tawa,325000.0,53.4648944,-113.4301217,284943.49,331125.73,377307.97,92364.47999999998,-6125.729999999981,6125.729999999981,87.0,high,
#108 5065 31 AV NW,Parsons Industrial,175000.0,53.462679,-113.4780887,68873.55,94606.52,120339.49,51465.94,80393.48,-80393.48,79.0,medium,
#2 3311 58 ST NW,Montrose,260000.0,53.5774536,-113.4306851,242235.92,315135.66,388035.4,145799.48,-55135.659999999974,55135.659999999974,99.0,high,
#117 5005 31 AV NW,Parsons Industrial,159900.0,53.462679,-113.4780887,68873.55,94606.52,120339.49,51465.94,65293.479999999996,-65293.479999999996,79.0,medium,
#102 9620 174 ST NW NW,Thorncliff,199000.0,53.5190132,-113.6226758,417196.63,488837.99,560479.35,143282.71999999997,-289837.99,289837.99,99.0,high,
#133 9704 174 ST NW,Terra Losa,214900.0,53.5330916,-113.6214228,187692.25,224018.68,260345.11,72652.85999999999,-9118.679999999993,9118.679999999993,87.0,high,
#410 17467 98A AV NW,Terra Losa,125000.0,53.5337339,-113.6239735,167108.39,219879.46,272650.53,105542.14000000001,-94879.45999999999,94879.45999999999,87.0,high,
9907 68 ST NW,Terrace Heights,814900.0,53.5398388,-113.4334838,676842.28,890581.95,1104321.62,427479.3400000001,-75681.94999999995,75681.94999999995,99.0,high,
#308 6310 101 AV NW,Terrace Heights,139900.0,53.5415173,-113.4296984,128396.83,166822.69,205248.55,76851.71999999999,-26922.690000000002,26922.690000000002,99.0,high,
6807 98A AV NW,Cloverdale,655000.0,53.5387577,-113.4747829,1337.55,1759.94,2182.33,844.78,653240.06,-653240.06,99.0,high,
1885 TOMLINSON WY NW,Terwillegar Towne,648800.0,53.4522793,-113.5846302,394580.43,496769.03,598957.63,204377.2,152030.96999999997,-152030.96999999997,99.0,high,
613 TODD LINK LI NW,Terwillegar Towne,875000.0,53.448583,-113.5700146,668213.95,787868.86,907523.77,239309.82000000007,87131.14000000001,-87131.14000000001,99.0,high,
1712 Turvey BN NW,Terwillegar Towne,449999.0,53.4483791,-113.589249,323590.82,393409.74,463228.66,139637.83999999997,56589.26000000001,-56589.26000000001,99.0,high,
#36 3075 TRELLE CR NW,Terwillegar Towne,299900.0,53.4550157,-113.5868435,423923.87,557794.56,691665.25,267741.38,-257894.56000000006,257894.56000000006,99.0,high,
1782 TOMLINSON CM NW NW,Terwillegar Towne,560000.0,53.4500185,-113.5843176,488361.22,581740.62,675120.02,186758.80000000005,-21740.619999999995,21740.619999999995,99.0,high,
1665 TOMPKINS PL NW,Terwillegar Towne,489900.0,53.4489571,-113.5792977,399472.25,485111.22,570750.19,171277.93999999994,4788.780000000028,-4788.780000000028,99.0,high,
1618 TOMPKINS WD NW,Terwillegar Towne,519900.0,53.4477008,-113.5814566,396804.47,470264.36,543724.25,146919.78000000003,49635.640000000014,-49635.640000000014,99.0,high,
2036 TOWNE CENTRE BV NW NW,South Terwillegar,595000.0,53.441152,-113.5779149,450869.33,540813.64,630757.95,179888.61999999994,54186.359999999986,-54186.359999999986,99.0,high,
#307 5280 TERWILLEGAR BV NW,South Terwillegar,249900.0,53.4446826,-113.5725249,417317.46,549101.92,680886.38,263568.92,-299201.92000000004,299201.92000000004,99.0,high,
4519 TURNER SQ NW,Terwillegar Towne,509000.0,53.4464696,-113.5831901,396098.6,470628.27,545157.94,149059.33999999997,38371.72999999998,-38371.72999999998,99.0,high,
1062 TORY RD NW,Terwillegar Towne,979800.0,53.4518789,-113.5714133,655312.21,862252.91,1069193.61,413881.40000000014,117547.08999999997,-117547.08999999997,99.0,high,
#17 3103 HILTON DR NW,The Hamptons,377000.0,53.4806232,-113.6739203,416998.3,548681.97,680365.64,263367.34,-171681.96999999997,171681.96999999997,99.0,high,
20714 56A AV NW,The Hamptons,679900.0,53.492138,-113.6797555,509416.98,628315.42,747213.86,237796.88,51584.57999999996,-51584.57999999996,99.0,high,
2213 HAMMOND BAY BA NW,The Hamptons,599900.0,53.4792894,-113.668977,484802.24,565736.73,646671.22,161868.97999999998,34163.27000000002,-34163.27000000002,99.0,high,
21326 61 AV NW,Allendale,469000.0,53.4979849,-113.4989186,473182.32,649975.72,826769.12,353586.8,-180975.71999999997,180975.71999999997,79.0,medium,
4108 208 ST NW,The Hamptons,534888.0,53.4921973,-113.6801477,510544.11,620917.07,731290.03,220745.92000000004,-86029.06999999995,86029.06999999995,99.0,high,
#118 5350 199 ST NW,The Hamptons,225500.0,53.490049,-113.6655569,142905.06,181503.59,220102.12,77197.06,43996.41,-43996.41,87.0,high,
415 HEMINGWAY RD NW,The Hamptons,450000.0,53.4885125,-113.6792493,463497.63,576701.77,689905.91,226408.28000000003,-126701.77000000002,126701.77000000002,99.0,high,
5305 205 ST NW,The Hamptons,539900.0,53.4931092,-113.6740159,483919.37,592619.87,701320.37,217401.0,-52719.869999999995,52719.869999999995,99.0,high,
4815 209 ST NW,The Hamptons,698000.0,53.4861324,-113.6794855,523691.51,642828.39,761965.27,238273.76,55171.609999999986,-55171.609999999986,99.0,high,
5604 202 ST NW,Trumpeter,389900.0,53.590681,-113.6677729,464413.6,594264.22,724114.84,259701.24,-204364.21999999997,204364.21999999997,99.0,high,
1014 HOPE RD NW,The Hamptons,730000.0,53.4875188,-113.6786497,541308.43,656016.49,770724.55,229416.12,73983.51000000001,-73983.51000000001,99.0,high,
4047 HAWTHORN LINK LI SW,The Orchards At Ellerslie,520000.0,53.4035692,-113.4568758,415186.04,502885.99,590585.94,175399.89999999997,17114.01000000001,-17114.01000000001,99.0,high,
3114 CHOKECHERRY BEND SW,The Orchards at Ellerslie,640000.0,53.4069798,-113.4582111,446102.35,586440.15,726777.95,280675.6,53559.84999999998,-53559.84999999998,99.0,high,
5458 Hawthorn Run SW,The Orchards at Ellerslie,499888.0,53.4020961,-113.4614459,149789.55,176060.61,202331.67,52542.120000000024,323827.39,-323827.39,99.0,high,
9338 PEAR LI SW,The Orchards At Ellerslie,574900.0,53.4021002,-113.4704379,455121.46,531401.93,607682.4,152560.94,43498.06999999995,-43498.06999999995,99.0,high,
#3 8050 Orchards GR SW,The Orchards At Ellerslie,659900.0,53.4047454,-113.4684058,566418.85,661808.98,757199.11,190780.26,-1908.9799999999814,1908.9799999999814,99.0,high,
4005 HAWTHORN LINK LI SW,The Orchards At Ellerslie,575000.0,53.4028864,-113.45473,445256.5,525159.34,605062.18,159805.68000000005,49840.66000000003,-49840.66000000003,99.0,high,
5452 Hawthorn RU SW,The Orchards At Ellerslie,499999.0,53.4023675,-113.4621086,389997.73,513154.91,636312.09,246314.36,-13155.909999999974,13155.909999999974,99.0,high,
5317 HAWTHORN CL SW,The Orchards At Ellerslie,534900.0,53.4023738,-113.4584711,124446.27,146915.92,169385.57,44939.3,387984.07999999996,-387984.07999999996,99.0,high,
9411 PEAR CR SW,The Orchards At Ellerslie,599900.0,53.4008648,-113.4677491,442621.56,560639.38,678657.2,236035.63999999996,39260.619999999995,-39260.619999999995,99.0,high,
#86 4029 Orchards DR SW,The Orchards at Ellerslie,336500.0,53.4075438,-113.4694175,452026.23,589700.39,727374.55,275348.32000000007,-253200.39,253200.39,99.0,high,
1120 Plum LN SW,The Orchards at Ellerslie,509900.0,53.4062816,-113.4469793,450989.49,557639.25,664289.01,213299.52000000002,-47739.25,47739.25,99.0,high,
4339 HAWTHORN LANDING LD SW,The Orchards At Ellerslie,589000.0,53.4047039,-113.457178,507414.5,592745.1,678075.7,170661.19999999995,-3745.0999999999767,3745.0999999999767,99.0,high,
20320 29 Avenue NW,Silver Berry,1288000.0,53.4594573,-113.3904544,433353.56,520538.95,607724.34,174370.77999999997,767461.05,-767461.05,99.0,high,
21139 25 AV NW,Silver Berry,522919.0,53.4553488,-113.3862389,401970.53,474088.39,546206.25,144235.71999999997,48830.609999999986,-48830.609999999986,99.0,high,
#59 19904 31 AV NW,Parsons Industrial,429998.0,53.462679,-113.4780887,68873.55,94606.52,120339.49,51465.94,335391.48,-335391.48,79.0,medium,
20320 29 AV NW NW,Bisset,1288000.0,53.4600644,-113.404723,373773.13,458866.66,543960.19,170187.05999999994,829133.3400000001,-829133.3400000001,99.0,high,
2423 205 ST NW,The Hamptons,599900.0,53.4931457,-113.6741998,462495.36,608546.52,754597.68,292102.32000000007,-8646.520000000019,8646.520000000019,99.0,high,
#54 19904 31 AV NW,Parsons Industrial,479998.0,53.462679,-113.4780887,68873.55,94606.52,120339.49,51465.94,385391.48,-385391.48,79.0,medium,
2824 192 ST NW,River's Edge,340000.0,53.4540142,-113.6512698,407039.94,559120.79,711201.64,304161.7,-219120.79000000004,219120.79000000004,96.5,high,
2728 188 ST NW,Ormsby Place,573600.0,53.5029348,-113.6484961,407933.18,527254.11,646575.04,238641.86000000004,46345.890000000014,-46345.890000000014,99.0,high,
17119 82 AV NW,Thorncliff,419900.0,53.5153932,-113.6176079,318513.87,419097.2,519680.53,201166.66000000003,802.7999999999884,-802.7999999999884,99.0,high,
17716 84 AV NW,Thorncliff,549900.0,53.5174757,-113.6290068,349244.6,459532.37,569820.14,220575.54000000004,90367.63,-90367.63,99.0,high,
1364 LAKEWOOD RD W NW,Meyonohk,249000.0,53.4584111,-113.4599101,1920221.9,2526607.76,3132993.62,1212771.7200000002,-2277607.76,2277607.76,99.0,high,
8807 31 AV NW,Tipaskan,684900.0,53.4624624,-113.4638519,341861.64,424577.18,507292.72,165431.07999999996,260322.82,-260322.82,99.0,high,
1414 LAKEWOOD RD W NW,Tipaskan,159000.0,53.459877,-113.459898,128364.99,148844.95,169324.91,40959.92,10155.049999999988,-10155.049999999988,87.0,high,
8635 33 AV NW,Tipaskan,479900.0,53.464505,-113.4618423,353254.07,429293.04,505332.01,152077.94,50606.96000000002,-50606.96000000002,99.0,high,
1270 LAKEWOOD RD W NW,Meyonohk,269900.0,53.4584111,-113.4599101,1920221.9,2526607.76,3132993.62,1212771.7200000002,-2256707.76,2256707.76,99.0,high,
1482 LAKEWOOD RD W NW,Tipaskan,210000.0,53.4591508,-113.4597566,127929.44,148419.59,168909.74,40980.29999999999,61580.41,-61580.41,87.0,high,
1460 LAKEWOOD RD W NW,Tipaskan,139490.0,53.4593915,-113.4597647,128035.75,148542.93,169050.11,41014.359999999986,-9052.929999999993,9052.929999999993,87.0,high,
13024 206 ST NW,The Hamptons,669900.0,53.4869607,-113.6760008,469407.78,561034.09,652660.4,183252.62,108865.91000000003,-108865.91000000003,99.0,high,
13141 208A ST NW,Trumpeter,729900.0,53.5910798,-113.6779774,452688.96,550015.26,647341.56,194652.60000000003,179884.74,-179884.74,99.0,high,
#82 13139 205 ST NW,The Hamptons,339980.0,53.4931457,-113.6741998,462495.36,608546.52,754597.68,292102.32000000007,-268566.52,268566.52,99.0,high,
20484 128 AV NW,Mistatim Industrial,995000.0,53.5848949,-113.584087,5949234.96,8172026.05,10394817.14,4445582.180000001,-7177026.05,7177026.05,79.0,medium,
#47 13139 205 ST NW NW,The Hamptons,339980.0,53.4931457,-113.6741998,462495.36,608546.52,754597.68,292102.32000000007,-268566.52,268566.52,99.0,high,
#46 13139 205 ST NW NW,The Hamptons,389980.0,53.4931457,-113.6741998,462495.36,608546.52,754597.68,292102.32000000007,-218566.52000000002,218566.52000000002,99.0,high,
#48 13139 205 ST NW NW,The Hamptons,374980.0,53.4931457,-113.6741998,462495.36,608546.52,754597.68,292102.32000000007,-233566.52000000002,233566.52000000002,99.0,high,
#23 2004 TRUMPETER WY NW,Trumpeter,325000.0,53.5880606,-113.6710518,445365.5,564913.31,684461.12,239095.62,-239913.31000000006,239913.31000000006,99.0,high,
8715 43 AV NW,Tweddle Place,469900.0,53.4803642,-113.4624397,384188.16,461937.39,539686.62,155498.46000000002,7962.609999999986,-7962.609999999986,99.0,high,
5A TWIN TC NW,Tweddle Place,219000.0,53.4803158,-113.454268,220391.76,262474.47,304557.18,84165.41999999998,-43474.46999999997,43474.46999999997,99.0,high,
1324 116 ST NW,Caernarvon,659000.0,53.6108821,-113.5216467,318413.29,418964.85,519516.41,201103.12,240035.15000000002,-240035.15000000002,99.0,high,
1128 119 ST NW,Queen Mary Park,2798000.0,53.5560435,-113.5270287,1443110.18,1898829.19,2354548.2,911438.0200000003,899170.81,-899170.81,99.0,high,
11524 14A AV NW,Twin Brooks,700000.0,53.4479004,-113.5318941,543975.11,668715.04,793454.97,249479.86,31284.959999999963,-31284.959999999963,99.0,high,
11716 11A AV NW,Twin Brooks,660000.0,53.4424468,-113.5374965,475025.72,562354.57,649683.42,174657.70000000007,97645.43000000005,-97645.43000000005,99.0,high,
804 115A ST NW,Twin Brooks,528000.0,53.4372872,-113.532952,444683.55,534945.32,625207.09,180523.53999999998,-6945.319999999949,6945.319999999949,99.0,high,
242 RUNNING CREEK LN NW,Twin Brooks,985000.0,53.4391302,-113.5127129,418028.9,550038.02,682047.14,264018.24,434961.98,-434961.98,99.0,high,
116 TWIN BROOKS COVE NW,Twin Brooks,998000.0,53.4407784,-113.5295166,701838.96,923472.31,1145105.66,443266.69999999995,74527.68999999994,-74527.68999999994,99.0,high,
820 115A ST NW,Greenfield,599900.0,53.4756338,-113.5321323,377331.19,496488.41,615645.63,238314.44,103411.59000000003,-103411.59000000003,99.0,high,
11660 15 AV NW NW,Twin Brooks,428800.0,53.4474911,-113.5359504,507033.42,629460.26,751887.1,244853.68,-200660.26,200660.26,99.0,high,
#108 11115 9 AV NW,Twin Brooks,350000.0,53.4379038,-113.5320239,453325.18,570419.31,687513.44,234188.25999999995,-220419.31000000006,220419.31000000006,99.0,high,
11532 9 AV NW,Twin Brooks,539800.0,53.4379038,-113.5320239,453325.18,570419.31,687513.44,234188.25999999995,-30619.310000000056,30619.310000000056,99.0,high,
#111 11039 83 AV NW,Garneau,321500.0,53.5189528,-113.5168239,315715.83,372652.2,429588.57,113872.73999999999,-51152.20000000001,51152.20000000001,99.0,high,
#1306 11007 83 AV NW,Garneau,199900.0,53.5188319,-113.5154277,139716.92,183838.05,227959.18,88242.25999999998,16061.950000000012,-16061.950000000012,99.0,high,
#402 11109 84 AV NW,Garneau,300000.0,53.5199392,-113.5183356,306369.7,369103.48,431837.26,125467.56,-69103.47999999998,69103.47999999998,99.0,high,
#407 8149 111 St S NW,University of Alberta,239900.0,53.5177913,-113.5172897,178665.92,220089.02,261512.12,82846.19999999998,19810.98000000001,-19810.98000000001,99.0,high,
#115 11039 83 AV NW,Garneau,375000.0,53.5189528,-113.5168239,315715.83,372652.2,429588.57,113872.73999999999,2347.7999999999884,-2347.7999999999884,99.0,high,
11176 83 AV NW,Garneau,269900.0,53.5191583,-113.5200283,7545971.07,9928909.3,12311847.53,4765876.459999999,-9659009.3,9659009.3,99.0,high,
11021 80 AV NW,Garneau,589900.0,53.5160367,-113.516013,746359.07,982051.41,1217743.75,471384.68000000005,-392151.41000000003,392151.41000000003,99.0,high,
#207 11007 83 AV NW,Garneau,199000.0,53.5188319,-113.5154277,139716.92,183838.05,227959.18,88242.25999999998,15161.950000000012,-15161.950000000012,99.0,high,
11108 83 AV NW NW,Strathcona,289995.0,53.5189239,-113.5007613,943617.95,1241602.56,1539587.17,595969.22,-951607.56,951607.56,99.0,high,
#412 10728 82 AV NW,Kenilworth,399000.0,53.5180558,-113.4282649,1071985.29,1472507.26,1873029.23,801043.94,-1073507.26,1073507.26,79.0,medium,
#207 10815 83 AV NW,Garneau,128800.0,53.5188337,-113.510204,140908.73,171423.17,201937.61,61028.879999999976,-42623.17000000001,42623.17000000001,99.0,high,
8016 109 ST NW,Lauderdale,384900.0,53.5907939,-113.5084335,358264.97,428680.42,499095.87,140830.90000000002,-43780.419999999984,43780.419999999984,99.0,high,
#103 8108 109 ST NW,Downtown,239000.0,53.544849,-113.5082437,259766.43,341797.93,423829.43,164063.0,-102797.93,102797.93,99.0,high,
