address,beds,baths,square_footage,price,link,neighborhood,lat,long
304 CALDWELL CL NW,3,3,2775,"$825,000",https://www.realtor.ca/real-estate/29550415/304-caldwell-cl-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4704795,-113.6332809
1211 HEWGILL PL NW,6,4,3094,"$1,425,000",https://www.realtor.ca/real-estate/29543947/1211-hewgill-pl-nw-edmonton-henderson-estates,Henderson Estates,53.4718797,-113.6011354
310 CALDWELL CL NW,3,3,1731,"$799,900",https://www.realtor.ca/real-estate/29543312/310-caldwell-cl-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4707367,-113.6337467
20119 29 AV NW,3,4,2083,"$700,000",https://www.realtor.ca/real-estate/29537304/20119-29-av-nw-edmonton-the-uplands,Silver Berry,53.4594573,-113.3904544
2604 202 ST NW,3,3,2218,"$688,000",https://www.realtor.ca/real-estate/29535730/2604-202-st-nw-edmonton-the-uplands,Trumpeter,53.5906810,-113.6677729
18940 28 AV NW,3,3,1537,"$469,999",https://www.realtor.ca/real-estate/29534881/18940-28-av-nw-edmonton-the-uplands,Kameyosek,53.4584335,-113.4370871
10327 150 ST NW,6,2,1000,"$395,900",https://www.realtor.ca/real-estate/29559552/10327-150-st-nw-edmonton-canora,Canora,53.5455309,-113.5794439
10329 150 ST NW,5,2,997,"$393,200",https://www.realtor.ca/real-estate/29559553/10329-150-st-nw-edmonton-canora,Canora,53.5455924,-113.5794438
#307 9504 182 ST NW NW,2,2,981,"$205,000",https://www.realtor.ca/real-estate/29559354/307-9504-182-st-nw-nw-edmonton-la-perle,La Perle,53.5299197,-113.6388364
#506 9929 113 ST NW,1,1,846,"$185,000",https://www.realtor.ca/real-estate/29558756/506-9929-113-st-nw-edmonton-wihkwentowin,Twin Brooks,53.4423691,-113.5248120
#313 6084 Stanton DR SW,2,2,947,"$220,000",https://www.realtor.ca/real-estate/29558754/313-6084-stanton-dr-sw-edmonton-summerside,Summerside,53.4224586,-113.4547107
#303 9828 112 ST NW,2,2,1081,"$368,500",https://www.realtor.ca/real-estate/29558672/303-9828-112-st-nw-edmonton-wihkwentowin,Government Centre,53.5366026,-113.5147135
11641 73 AV NW,4,5,2503,"$1,249,980",https://www.realtor.ca/real-estate/29558522/11641-73-av-nw-edmonton-belgravia,Belgravia,53.5083549,-113.5339944
#108 11650 79 AV NW,2,2,1496,"$485,000",https://www.realtor.ca/real-estate/29558410/108-11650-79-av-nw-edmonton-belgravia,Belgravia,53.5158143,-113.5325514
#1102 11503 100 AV NW,2,2,1915,"$499,800",https://www.realtor.ca/real-estate/29558246/1102-11503-100-av-nw-edmonton-wihkwentowin,Government Centre,53.5387499,-113.5197204
#2304 10152 104 ST NW,2,2,850,"$297,000",https://www.realtor.ca/real-estate/29558225/2304-10152-104-st-nw-edmonton-downtown-edmonton,Downtown,53.5420401,-113.4994002
91 HEARTHSTONE NW,3,3,1233,"$389,900",https://www.realtor.ca/real-estate/29530315/91-hearthstone-nw-edmonton-brander-gardens,Brander Gardens,53.4958191,-113.5800155
#118 5730 RIVERBEND RD NW,,,448,"$108,854",https://www.realtor.ca/real-estate/29496752/118-5730-riverbend-rd-nw-edmonton-brander-gardens,Brander Gardens,53.4950257,-113.5785318
#124 5730 RIVERBEND RD NW,2,1,798,"$127,900",https://www.realtor.ca/real-estate/29471756/124-5730-riverbend-rd-nw-edmonton-brander-gardens,Brander Gardens,53.4950257,-113.5785318
4 Wolf CR NW NW,4,4,1765,"$739,900",https://www.realtor.ca/real-estate/29471175/4-wolf-cr-nw-nw-edmonton-westridge-edmonton,Westridge,53.5051716,-113.5992800
5704 144 ST NW,3,3,1831,"$755,000",https://www.realtor.ca/real-estate/29458159/5704-144-st-nw-edmonton-brookside,Brookside,53.4950139,-113.5700364
206 WOLF WILLOW CR NW,4,4,2330,"$1,099,000",https://www.realtor.ca/real-estate/29447805/206-wolf-willow-cr-nw-edmonton-westridge-edmonton,Westridge,53.5033759,-113.5955819
#120 5730 RIVERBEND RD NW,1,1,612,"$129,900",https://www.realtor.ca/real-estate/29404173/120-5730-riverbend-rd-nw-edmonton-brander-gardens,Brander Gardens,53.4950257,-113.5785318
100 WOLF WILLOW CR NW,4,4,3038,"$1,359,900",https://www.realtor.ca/real-estate/29384812/100-wolf-willow-cr-nw-edmonton-westridge-edmonton,Westridge,53.5033231,-113.5981837
#807 10055 118 ST NW,2,2,794,"$272,000",https://www.realtor.ca/real-estate/29558128/807-10055-118-st-nw-edmonton-wihkwentowin,Greenfield,53.4750326,-113.5377021
#213 10309 107 ST NW,1,1,749,"$290,000",https://www.realtor.ca/real-estate/29557574/213-10309-107-st-nw-edmonton-downtown-edmonton,Downtown,53.5448460,-113.5045632
#704 9715 110 ST NW,2,2,807,"$199,900",https://www.realtor.ca/real-estate/29556268/704-9715-110-st-nw-edmonton-wihkwentowin,Government Centre,53.5347394,-113.5098526
#1105 9809 110 ST NW,2,2,1196,"$249,900",https://www.realtor.ca/real-estate/29556053/1105-9809-110-st-nw-edmonton-wihkwentowin,Spruce Avenue,53.5621631,-113.5093670
9813 152 ST NW,5,4,1194,"$559,000",https://www.realtor.ca/real-estate/29555877/9813-152-st-nw-edmonton-west-jasper-place,West Jasper Place (Neighbourhood),53.5366071,-113.5829853
11138 65 ST NW NW,4,2,1050,"$348,800",https://www.realtor.ca/real-estate/29556416/11138-65-st-nw-nw-edmonton-highlands-edmonton,Highlands,53.5639716,-113.4376748
10222 73 ST NW,4,2,1050,"$592,500",https://www.realtor.ca/real-estate/29556135/10222-73-st-nw-edmonton-terrace-heights-edmonton,Terrace Heights,53.5440017,-113.4402899
10316 42 ST E NW,4,3,1552,"$459,900",https://www.realtor.ca/real-estate/29547326/10316-42-st-e-nw-edmonton-gold-bar,River Valley Gold Bar,53.5453456,-113.4088154
10336 80 ST NW,8,3,1898,"$575,000",https://www.realtor.ca/real-estate/29547186/10336-80-st-nw-edmonton-forest-heights-edmonton,Forest Heights,53.5458569,-113.4512995
#401 11218 80 ST NW,2,2,1147,"$129,900",https://www.realtor.ca/real-estate/29540727/401-11218-80-st-nw-edmonton-cromdale,Cromdale,53.5619159,-113.4644029
11116 52 ST NW NW,3,2,1136,"$499,000",https://www.realtor.ca/real-estate/29530166/11116-52-st-nw-nw-edmonton-highlands-edmonton,Highlands,53.5659642,-113.4219390
10532 47 ST NW,4,2,1132,"$499,900",https://www.realtor.ca/real-estate/29527875/10532-47-st-nw-edmonton-gold-bar,Gold Bar,53.5499728,-113.4156907
3613 113 AV NW,4,2,1032,"$419,900",https://www.realtor.ca/real-estate/29526208/3613-113-av-nw-edmonton-beverly-heights,Beverly Heights,53.5657653,-113.3976042
6503 106A AV NW,4,2,1080,"$465,000",https://www.realtor.ca/real-estate/29523047/6503-106a-av-nw-edmonton-capilano,Capilano,53.5501949,-113.4315337
10720 65 ST NW,3,3,2637,"$1,150,000",https://www.realtor.ca/real-estate/29521619/10720-65-st-nw-edmonton-capilano,Fulton Place,53.5479744,-113.4312604
11343 67 ST NW,3,3,1303,"$530,000",https://www.realtor.ca/real-estate/29520602/11343-67-st-nw-edmonton-highlands-edmonton,Highlands,53.5668309,-113.4421715
6811 Fulton Dr NW,3,2,1223,"$499,900",https://www.realtor.ca/real-estate/29519672/6811-fulton-dr-nw-edmonton-fulton-place,Fulton Place,53.5458558,-113.4356565
13222 83 ST NW,3,2,1115,"$293,900",https://www.realtor.ca/real-estate/29559012/13222-83-st-nw-edmonton-glengarry,Idylwylde,53.5248708,-113.4570460
14212 30 ST NW,4,3,1244,"$465,560",https://www.realtor.ca/real-estate/29558948/14212-30-st-nw-edmonton-hairsine,Hairsine,53.6064114,-113.3852962
32 HABITAT CR NW,3,2,949,"$258,900",https://www.realtor.ca/real-estate/29558670/32-habitat-cr-nw-edmonton-homesteader,Homesteader,53.5896429,-113.4129658
#120 13635 34 ST NW,2,2,947,"$164,900",https://www.realtor.ca/real-estate/29558521/120-13635-34-st-nw-edmonton-belmont,Edmonton Energy And Technology Park,53.7027377,-113.3821954
13111 82 ST NW,5,2,984,"$389,900",https://www.realtor.ca/real-estate/29558499/13111-82-st-nw-edmonton-balwin,Yellowhead Corridor East,53.5839906,-113.4674156
13041 82 ST NW,3,1,1016,"$250,000",https://www.realtor.ca/real-estate/29557314/13041-82-st-nw-edmonton-balwin,Crystallina Nera West,53.6415739,-113.4662097
12327 45 ST NW,4,3,1031,"$430,000",https://www.realtor.ca/real-estate/29556905/12327-45-st-nw-edmonton-bergman,Weinlos,53.4571977,-113.4098476
12202 45 ST NW,5,2,1018,"$395,000",https://www.realtor.ca/real-estate/29556573/12202-45-st-nw-edmonton-bergman,Beacon Heights,53.5767790,-113.4108335
3422 138A AV NW NW,4,2,980,"$349,900",https://www.realtor.ca/real-estate/29556227/3422-138a-av-nw-nw-edmonton-hairsine,Hairsine,53.6015662,-113.3945054
#10 13833 30 ST NW,3,2,1080,"$259,000",https://www.realtor.ca/real-estate/29555962/10-13833-30-st-nw-edmonton-hairsine,Hairsine,53.6019852,-113.3880685
12823 81 ST NW,5,1,1105,"$399,900",https://www.realtor.ca/real-estate/29555960/12823-81-st-nw-edmonton-balwin,Balwin,53.5871722,-113.4654606
4021 117 AV NW,3,2,1021,"$319,900",https://www.realtor.ca/real-estate/29554940/4021-117-av-nw-edmonton-beverly-heights,Beverly Heights,53.5693246,-113.4045153
#412 2908 116A AV NW,1,1,1062,"$127,500",https://www.realtor.ca/real-estate/29552908/412-2908-116a-av-nw-edmonton-rundle-heights,Rundle Heights,53.5688371,-113.3906185
11912 77 ST NW,3,1,794,"$265,000",https://www.realtor.ca/real-estate/29548096/11912-77-st-nw-edmonton-eastwood,Eastwood,53.5723022,-113.4596738
11302 56 ST NW,3,3,1408,"$549,000",https://www.realtor.ca/real-estate/29545533/11302-56-st-nw-edmonton-highlands-edmonton,Highlands,53.5689840,-113.4280194
11836 42 ST NW,5,2,952,"$269,000",https://www.realtor.ca/real-estate/29543352/11836-42-st-nw-edmonton-beacon-heights,Beacon Heights,53.5713740,-113.4061975
11910 78 ST NW,,,,"$179,999",https://www.realtor.ca/real-estate/29534002/11910-78-st-nw-edmonton-eastwood,Eastwood,53.5722073,-113.4611668
1442 Keswick DR SW SW,3,3,1537,"$424,851",https://www.realtor.ca/real-estate/29559087/1442-keswick-dr-sw-sw-edmonton-keswick,Keswick,53.4160837,-113.6395107
7023 KIVIAQ CR SW,3,3,2771,"$869,900",https://www.realtor.ca/real-estate/29557001/7023-kiviaq-cr-sw-edmonton-keswick,River Valley Kendal,53.4165847,-113.6395316
5355 KIMBALL PL SW,5,6,2706,"$909,750",https://www.realtor.ca/real-estate/29551613/5355-kimball-pl-sw-edmonton-keswick,Windermere,53.4179877,-113.6380023
5546 KOOTOOK RD SW,4,4,1755,"$598,900",https://www.realtor.ca/real-estate/29549797/5546-kootook-rd-sw-edmonton-keswick,River Valley Kendal,53.4165181,-113.6322861
15907 18 AV SW,4,3,2284,"$674,980",https://www.realtor.ca/real-estate/29549777/15907-18-av-sw-edmonton-glenridding-heights,Glenridding Heights,53.4179923,-113.6042293
#48 18120 28 AV SW SW,3,3,1444,"$369,000",https://www.realtor.ca/real-estate/29545858/48-18120-28-av-sw-sw-edmonton-keswick,Decoteau,53.4071913,-113.3811570
#50 7110 KESWICK CM SW,3,3,1213,"$309,900",https://www.realtor.ca/real-estate/29545799/50-7110-keswick-cm-sw-edmonton-keswick,Keswick,53.4114672,-113.6214792
#29 7110 KESWICK CM SW,3,3,1217,"$309,900",https://www.realtor.ca/real-estate/29545800/29-7110-keswick-cm-sw-edmonton-keswick,Keswick,53.4114672,-113.6214792
3302 Chernowski WY SW,,,,"$446,145",https://www.realtor.ca/real-estate/29543351/3302-chernowski-wy-sw-edmonton-chappelle-area,Chappelle,53.4078016,-113.5916078
2203 158 ST SW,5,3,2227,"$699,200",https://www.realtor.ca/real-estate/29536812/2203-158-st-sw-edmonton-glenridding-ravine,Chappelle,53.4075770,-113.5997945
1210 Keswick DR SW,3,3,1389,"$455,246",https://www.realtor.ca/real-estate/29529755/1210-keswick-dr-sw-edmonton-keswick,Keswick,53.4178907,-113.6395050
6117 CRAWFORD DR SW,8,6,2362,"$899,000",https://www.realtor.ca/real-estate/29523332/6117-crawford-dr-sw-edmonton-chappelle-area,Chappelle,53.3995553,-113.5962580
3056 KESWICK WY SW,3,3,1569,"$439,900",https://www.realtor.ca/real-estate/29542992/3056-keswick-wy-sw-edmonton-keswick,Windermere Neighbourhood 5,53.4035123,-113.6395502
#34 1729 KEENE CR SW,2,3,1267,"$414,900",https://www.realtor.ca/real-estate/29539448/34-1729-keene-cr-sw-edmonton-keswick,Keswick,53.4181631,-113.6175958
3108 KESWICK WY SW,3,3,1759,"$465,000",https://www.realtor.ca/real-estate/29521858/3108-keswick-wy-sw-edmonton-keswick,Keswick,53.4232721,-113.6408045
1322 KESWICK DR SW,3,3,1457,"$442,400",https://www.realtor.ca/real-estate/29520314/1322-keswick-dr-sw-edmonton-keswick,Keswick,53.4208773,-113.6215090
#2400 10180 103 ST NW,2,2,1359,"$688,888",https://www.realtor.ca/real-estate/29557846/2400-10180-103-st-nw-edmonton-downtown-edmonton,Downtown,53.5427168,-113.4979452
11608 91 ST NW,2,1,772,"$200,000",https://www.realtor.ca/real-estate/29555853/11608-91-st-nw-edmonton-alberta-avenue,Alberta Avenue,53.5675367,-113.4813395
#807 10134 100 ST NW,1,1,589,"$299,900",https://www.realtor.ca/real-estate/29554316/807-10134-100-st-nw-edmonton-downtown-edmonton,Downtown,53.5420483,-113.4909367
#2006 10303 105 ST NW,1,1,629,"$195,000",https://www.realtor.ca/real-estate/29549776/2006-10303-105-st-nw-edmonton-downtown-edmonton,Downtown,53.5447824,-113.5009173
#305 10740 105 ST NW,1,1,614,"$75,000",https://www.realtor.ca/real-estate/29547376/305-10740-105-st-nw-edmonton-central-mcdougall,Central McDougall,53.5523963,-113.5012048
#1402 10136 104 ST NW,2,2,972,"$278,990",https://www.realtor.ca/real-estate/29545028/1402-10136-104-st-nw-edmonton-downtown-edmonton,Downtown,53.5417299,-113.4994001
8603 149 ST NW,5,2,1088,"$639,000",https://www.realtor.ca/real-estate/29557937/8603-149-st-nw-edmonton-laurier-heights,Dominion Industrial,53.5748607,-113.5780143
15702 86 AV NW,5,4,1856,"$699,900",https://www.realtor.ca/real-estate/29550412/15702-86-av-nw-edmonton-lynnwood,Lynnwood,53.5180733,-113.5919423
#120 8931 156 ST NW,2,2,1092,"$229,888",https://www.realtor.ca/real-estate/29545031/120-8931-156-st-nw-edmonton-jasper-park,Jasper Park,53.5222726,-113.5902257
6619 123 ST NW NW,5,6,3825,"$2,750,000",https://www.realtor.ca/real-estate/29528787/6619-123-st-nw-nw-edmonton-grandview-heights-edmonton,Northwest Industrial,53.5816166,-113.5341979
20C CALLINGWOOD CO NW,3,2,1098,"$264,900",https://www.realtor.ca/real-estate/29555875/20c-callingwood-co-nw-edmonton-callingwood-north,River Valley Lessard North,53.5102090,-113.6268513
8217 182 ST NW NW,3,2,1150,"$230,000",https://www.realtor.ca/real-estate/29552525/8217-182-st-nw-nw-edmonton-aldergrove,Place LaRue,53.5382695,-113.6353866
17082 67 AV NW NW,3,2,1163,"$320,000",https://www.realtor.ca/real-estate/29542546/17082-67-av-nw-nw-edmonton-callingwood-south,West Jasper Place,53.5029942,-113.6183423
#318 17109 67 AV NW NW,2,2,1178,"$249,300",https://www.realtor.ca/real-estate/29540119/318-17109-67-av-nw-nw-edmonton-callingwood-south,West Jasper Place,53.5028107,-113.6188256
#207 9739 92 ST NW,3,2,1648,"$339,500",https://www.realtor.ca/real-estate/29556310/207-9739-92-st-nw-edmonton-cloverdale,Cloverdale,53.5371786,-113.4680866
#3412 10360 102 ST NW,1,1,552,"$299,900",https://www.realtor.ca/real-estate/29544625/3412-10360-102-st-nw-edmonton-downtown-edmonton,Downtown,53.5457540,-113.4961412
311 10134 100 ST NW,1,1,550,"$145,900",https://www.realtor.ca/real-estate/29544394/311-10134-100-st-nw-edmonton-downtown-edmonton,River Valley Riverside,53.5419736,-113.4908939
8803 STRATHEARN DR NW,3,4,1828,"$950,000",https://www.realtor.ca/real-estate/29539292/8803-strathearn-dr-nw-edmonton-strathearn,Cloverdale,53.5359463,-113.4633241
#201 9804 101 ST NW,2,2,950,"$295,000",https://www.realtor.ca/real-estate/29537852/201-9804-101-st-nw-edmonton-rossdale,Rossdale,53.5361353,-113.4941011
9228 100 AV NW,5,4,3151,"$1,449,000",https://www.realtor.ca/real-estate/29537373/9228-100-av-nw-edmonton-riverdale,Riverdale,53.5421865,-113.4728593
#804 9028 JASPER AV NW,1,1,626,"$89,900",https://www.realtor.ca/real-estate/29536815/804-9028-jasper-av-nw-edmonton-boyle-street,Boyle Street,53.5507709,-113.4746159
#457 1196 HYNDMAN RD NW,2,2,810,"$185,000",https://www.realtor.ca/real-estate/29550409/457-1196-hyndman-rd-nw-edmonton-canon-ridge,Canon Ridge,53.5765554,-113.3749465
12109 35 ST NW,4,2,1055,"$389,900",https://www.realtor.ca/real-estate/29546292/12109-35-st-nw-edmonton-beacon-heights,Beacon Heights,53.5755741,-113.3945505
12219 48 ST NW,3,2,1097,"$349,000",https://www.realtor.ca/real-estate/29535708/12219-48-st-nw-edmonton-bergman,Beverly Heights,53.5773123,-113.4151309
774 ABBOTTSFIELD RD NW NW,3,2,1303,"$175,900",https://www.realtor.ca/real-estate/29533290/774-abbottsfield-rd-nw-nw-edmonton-abbottsfield,Abbottsfield,53.5715813,-113.3878001
926 THOMPSON PL NW,6,4,2558,"$934,800",https://www.realtor.ca/real-estate/29558706/926-thompson-pl-nw-edmonton-terwillegar-towne,Terwillegar Towne,53.4474224,-113.5672888
8 BUTTERWORTH PT NW,3,3,1776,"$649,900",https://www.realtor.ca/real-estate/29558148/8-butterworth-pt-nw-edmonton-bulyea-heights,Bulyea Heights,53.4800648,-113.5604528
#19 1203 CARTER CREST RD NW,4,3,1552,"$558,800",https://www.realtor.ca/real-estate/29557150/19-1203-carter-crest-rd-nw-edmonton-carter-crest,Carter Crest,53.4629787,-113.5818425
#99 7503 GETTY GATE GA NW,2,3,1098,"$334,950",https://www.realtor.ca/real-estate/29556998/99-7503-getty-gate-ga-nw-edmonton-granville-edmonton,Granville,53.4977131,-113.6796482
2012 200 ST NW,3,3,2028,"$549,900",https://www.realtor.ca/real-estate/29556997/2012-200-st-nw-edmonton-stillwater,Trumpeter,53.5882849,-113.6649203
#428 4404 122 ST NW,1,1,914,"$124,500",https://www.realtor.ca/real-estate/29556808/428-4404-122-st-nw-edmonton-aspen-gardens,River Valley Whitemud,53.5038973,-113.5389675
#25 420 Hunters GR NW,2,3,1415,"$364,900",https://www.realtor.ca/real-estate/29556779/25-420-hunters-gr-nw-edmonton-haddow,River Valley Terwillegar,53.4566995,-113.5916265
20707 56 AV NW,3,3,1717,"$499,900",https://www.realtor.ca/real-estate/29556541/20707-56-av-nw-edmonton-the-hamptons,Brookside,53.4938228,-113.5682296
3780 ERLANGER DR NW,3,3,1979,"$599,000",https://www.realtor.ca/real-estate/29556272/3780-erlanger-dr-nw-edmonton-edgemont-edmonton,Edgemont,53.4667649,-113.6842255
#303 10165 113 ST NW,2,1,930,"$164,900",https://www.realtor.ca/real-estate/29555860/303-10165-113-st-nw-edmonton-wihkwentowin,Twin Brooks,53.4423691,-113.5248120
#1401 12121 Jasper AV NW NW,1,1,719,"$145,900",https://www.realtor.ca/real-estate/29554699/1401-12121-jasper-av-nw-nw-edmonton-wihkwentowin,Government Centre,53.5409304,-113.5315512
#402 10045 117 ST NW,2,2,1014,"$142,500",https://www.realtor.ca/real-estate/29552519/402-10045-117-st-nw-edmonton-wihkwentowin,Twin Brooks,53.4456375,-113.5365149
#201 11025 83 AV NW,2,2,1064,"$349,000",https://www.realtor.ca/real-estate/29557751/201-11025-83-av-nw-edmonton-garneau,Garneau,53.5189561,-113.5162012
9616 90 ST NW,5,4,1784,"$700,000",https://www.realtor.ca/real-estate/29557317/9616-90-st-nw-edmonton-strathearn,Glengarry,53.5906428,-113.4796659
#1900 10035 SASKATCHEWAN DR NW,3,5,4184,"$3,200,000",https://www.realtor.ca/real-estate/29557302/1900-10035-saskatchewan-dr-nw-edmonton-strathcona,Strathcona,53.5247191,-113.4905615
#501 10649 SASKATCHEWAN DR NW,2,2,979,"$325,000",https://www.realtor.ca/real-estate/29523350/501-10649-saskatchewan-dr-nw-edmonton-strathcona,Strathcona,53.5229869,-113.5054835
#401 10545 SASKATCHEWAN DR NW,2,2,1118,"$339,580",https://www.realtor.ca/real-estate/29517518/401-10545-saskatchewan-dr-nw-edmonton-strathcona,Strathcona,53.5228511,-113.5030034
#115 10545 Saskatchewan DR NW,2,2,977,"$275,000",https://www.realtor.ca/real-estate/29346611/115-10545-saskatchewan-dr-nw-edmonton-strathcona,Strathcona,53.5228511,-113.5030034
10958 80 AV NW,8,5,2736,"$1,699,888",https://www.realtor.ca/real-estate/29554503/10958-80-av-nw-edmonton-garneau,Garneau,53.5162142,-113.5145761
10824 63 AV NW,4,3,1445,"$590,000",https://www.realtor.ca/real-estate/29544623/10824-63-av-nw-edmonton-allendale,Allendale,53.5003329,-113.5104269
1007 173 ST SW,5,4,2212,"$759,900",https://www.realtor.ca/real-estate/29557774/1007-173-st-sw-edmonton-windermere,Windermere Neighbourhood,53.4253136,-113.6181201
#6125 7331 SOUTH TERWILLEGAR DR NW,2,2,847,"$207,900",https://www.realtor.ca/real-estate/29557465/6125-7331-south-terwillegar-dr-nw-edmonton-south-terwillegar,South Terwillegar,53.4409274,-113.5764775
#1111 7339 SOUTH TERWILLEGAR DR NW,1,1,631,"$153,000",https://www.realtor.ca/real-estate/29557140/1111-7339-south-terwillegar-dr-nw-edmonton-south-terwillegar,South Terwillegar,53.4409274,-113.5764775
1512 157 ST SW,2,3,1447,"$399,900",https://www.realtor.ca/real-estate/29557025/1512-157-st-sw-edmonton-glenridding-ravine,Glenridding Ravine,53.4142610,-113.5952754
